LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-49.5347 	 -22.7135 	 470.51 	 978622.78
-49.5859 	 -22.5003 	 528.57 	 978600.95
-49.711 	 -22.3769 	 663.07 	 978564.96
-49.8225 	 -22.4256 	 651.71 	 978568.5
-49.7647 	 -22.3874 	 669.79 	 978562.24
-49.5302 	 -22.5149 	 529.23 	 978602.3
-50.1637 	 -22.6928 	 531.72 	 978602.15
-50.6189 	 -22.8659 	 354.89 	 978652.36
-49.7223 	 -23.114 	 407.11 	 978667.49
-49.5254 	 -22.9011 	 562.36 	 978618.89
-50.9534 	 -22.4674 	 416.41 	 978631.97
-50.7887 	 -22.6211 	 385.59 	 978644.9
-50.6853 	 -22.4363 	 509.45 	 978606.35
-50.6249 	 -22.7203 	 441.22 	 978628.92
-50.7865 	 -22.8655 	 365.88 	 978648.61
-50.5162 	 -22.2172 	 429.19 	 978610.12
-50.4482 	 -22.0185 	 480.53 	 978592.94
-50.4263 	 -22.294 	 543.12 	 978587.37
-51.1184 	 -22.2186 	 428.35 	 978611.68
-50.9917 	 -22.1902 	 493.37 	 978594.94
-51.0593 	 -22.2597 	 445.73 	 978611.1
-50.4368 	 -22.3607 	 525.34 	 978590.74
-50.0573 	 -22.2531 	 579.58 	 978573.61
-50.1905 	 -22.1674 	 407.64 	 978604.99
-50.211 	 -22.0326 	 464.51 	 978589.94
-49.8996 	 -21.9079 	 443.08 	 978587.62
-49.469 	 -22.9081 	 480.35 	 978634.43
-49.3596 	 -22.9509 	 659.79 	 978601.03
-49.4412 	 -22.7972 	 531.19 	 978616.66
-49.1135 	 -22.9843 	 725.07 	 978589.22
-48.9528 	 -23.0189 	 685.69 	 978593.72
-49.5466 	 -23.3353 	 490.34 	 978672.19
-49.1217 	 -23.3077 	 634.49 	 978605.1
-49.463 	 -23.4215 	 536.04 	 978672.03
-49.4272 	 -23.3829 	 582.31 	 978655.69
-49.2643 	 -23.3891 	 605.92 	 978639.38
-49.2545 	 -23.5775 	 643.55 	 978648.52
-49.4742 	 -23.5923 	 557.4 	 978673.89
-49.6056 	 -23.6132 	 536.45 	 978680.05
-49.469 	 -23.8449 	 666.72 	 978672.64
-49.2902 	 -21.9793 	 478.19 	 978587.89
-49.3068 	 -21.8442 	 427.32 	 978591.11
-49.6027 	 -21.682 	 442.42 	 978588.61
-49.5584 	 -21.1293 	 451.0 	 978552.37
-49.2667 	 -23.8114 	 617.72 	 978675.9
-49.2916 	 -23.858 	 510.48 	 978703.25
-48.9518 	 -23.7857 	 670.75 	 978667.34
-49.1759 	 -23.6992 	 601.94 	 978668.31
-48.8376 	 -23.6463 	 751.66 	 978626.68
-48.5686 	 -23.7857 	 635.34 	 978655.09
-48.2002 	 -23.7304 	 638.25 	 978653.25
-48.1298 	 -23.8764 	 676.78 	 978656.05
-47.7428 	 -23.5017 	 623.57 	 978646.78
-47.9244 	 -23.4028 	 587.13 	 978646.55
-47.9866 	 -23.5914 	 702.05 	 978626.96
-47.0663 	 -23.4393 	 710.59 	 978635.43
-47.2646 	 -23.9027 	 654.17 	 978672.57
-47.1199 	 -23.875 	 650.5 	 978677.96
-47.8932 	 -22.9095 	 526.33 	 978636.44
-47.8861 	 -22.9637 	 458.78 	 978655.63
-47.9486 	 -22.9871 	 528.62 	 978640.69
-47.9726 	 -22.8813 	 466.19 	 978645.13
-48.0012 	 -23.187 	 527.34 	 978650.44
-48.0753 	 -23.2126 	 594.22 	 978632.31
-48.0346 	 -23.1365 	 545.13 	 978638.94
-48.0574 	 -23.1072 	 587.95 	 978627.44
-48.0361 	 -23.0615 	 563.76 	 978632.88
-48.1839 	 -23.0439 	 578.32 	 978616.88
-48.1152 	 -23.0971 	 543.37 	 978631.56
-48.1627 	 -22.8815 	 539.07 	 978619.5
-48.2194 	 -22.846 	 583.66 	 978608.06
-48.0896 	 -22.8386 	 515.68 	 978625.06
-48.032 	 -22.9046 	 530.03 	 978631.38
-48.0288 	 -22.9615 	 467.0 	 978651.31
-48.0877 	 -22.9134 	 573.0 	 978620.0
-48.1909 	 -22.9685 	 544.97 	 978622.63
-48.1606 	 -23.1617 	 567.23 	 978626.31
-48.1665 	 -23.1096 	 533.81 	 978628.19
-48.2133 	 -23.1177 	 565.22 	 978618.56
-48.2514 	 -23.0354 	 527.54 	 978622.38
-48.2408 	 -23.1556 	 614.2 	 978605.44
-47.6713 	 -23.0634 	 545.59 	 978637.44
-47.6328 	 -23.0413 	 591.33 	 978622.56
-47.5278 	 -23.0836 	 582.64 	 978632.0
-47.5079 	 -23.1456 	 557.76 	 978636.06
-47.5192 	 -23.1958 	 529.86 	 978647.81
-47.5955 	 -23.1153 	 541.22 	 978640.13
-47.554 	 -23.166 	 581.23 	 978636.94
-47.4465 	 -23.1701 	 563.52 	 978635.31
-47.4336 	 -23.1134 	 602.35 	 978631.19
-47.4514 	 -23.0582 	 583.05 	 978628.75
-48.4119 	 -21.8158 	 543.85 	 978550.5
-48.1027 	 -21.9509 	 736.33 	 978518.19
-48.185 	 -22.0371 	 551.85 	 978565.13
-48.5108 	 -22.3746 	 647.85 	 978565.5
-48.5569 	 -22.5429 	 506.79 	 978598.0
-48.5139 	 -22.9572 	 843.18 	 978552.5
-47.854 	 -22.7511 	 530.74 	 978614.38
-47.9816 	 -22.9606 	 477.94 	 978648.69
-48.0997 	 -22.963 	 467.56 	 978646.25
-47.5267 	 -23.0389 	 564.19 	 978633.5
-47.2653 	 -20.4692 	 772.76 	 978425.83
-50.6743 	 -21.1684 	 386.63 	 978566.88
-50.7799 	 -21.1399 	 401.59 	 978555.4
-50.8905 	 -21.1224 	 388.92 	 978557.67
-50.8711 	 -21.0783 	 407.78 	 978550.61
-50.9572 	 -21.2015 	 444.51 	 978552.18
-51.097 	 -21.1273 	 410.51 	 978558.68
-51.2156 	 -21.2311 	 356.09 	 978571.94
-51.2596 	 -21.555 	 423.59 	 978582.53
-51.1015 	 -21.3789 	 302.41 	 978591.63
-48.7906 	 -22.9278 	 730.42 	 978576.75
-48.5633 	 -22.7197 	 712.34 	 978572.31
-48.532 	 -22.6712 	 636.28 	 978578.88
-48.5056 	 -22.6015 	 558.62 	 978579.38
-48.4524 	 -22.5525 	 452.23 	 978599.75
-48.5092 	 -22.5326 	 449.86 	 978607.44
-48.4095 	 -22.6159 	 526.66 	 978583.38
-48.3763 	 -22.6721 	 507.01 	 978603.94
-48.602 	 -22.8105 	 724.14 	 978576.31
-48.5622 	 -22.8536 	 863.15 	 978547.69
-48.5804 	 -22.9125 	 805.02 	 978559.31
-48.6204 	 -22.967 	 753.55 	 978577.5
-48.4507 	 -22.9813 	 812.18 	 978559.44
-48.3826 	 -22.9869 	 909.72 	 978539.94
-48.288 	 -22.7461 	 565.57 	 978601.44
-48.2356 	 -22.7783 	 564.53 	 978605.81
-48.346 	 -22.8038 	 546.45 	 978607.88
-48.1886 	 -22.7395 	 498.44 	 978618.88
-48.2475 	 -22.9154 	 588.44 	 978607.19
-48.5496 	 -22.79 	 770.81 	 978567.63
-47.9502 	 -23.1184 	 585.43 	 978634.0
-47.9591 	 -23.0456 	 505.93 	 978647.56
-47.8059 	 -23.1458 	 537.98 	 978642.13
-47.8814 	 -23.1664 	 555.62 	 978639.19
-47.8485 	 -23.1004 	 516.03 	 978646.69
-47.8966 	 -23.1043 	 563.43 	 978637.56
-47.7154 	 -22.7467 	 529.83 	 978612.63
-47.915 	 -22.698 	 480.66 	 978620.75
-47.9688 	 -22.7056 	 535.31 	 978609.13
-47.7197 	 -22.7839 	 518.23 	 978619.88
-47.7759 	 -22.804 	 520.34 	 978622.44
-47.8439 	 -22.8245 	 528.98 	 978624.19
-47.8848 	 -22.8014 	 549.39 	 978618.81
-47.9044 	 -22.8461 	 469.29 	 978640.25
-48.3034 	 -23.0685 	 523.89 	 978620.5
-48.33 	 -23.0249 	 563.99 	 978606.75
-48.3406 	 -23.1198 	 956.85 	 978528.5
-48.5073 	 -23.0139 	 839.11 	 978559.5
-48.4005 	 -23.0379 	 888.33 	 978543.25
-48.5666 	 -23.0209 	 825.33 	 978562.13
-47.8275 	 -22.9739 	 528.12 	 978641.13
-47.757 	 -22.9783 	 485.09 	 978645.5
-47.7768 	 -22.9277 	 515.0 	 978634.5
-47.7788 	 -22.858 	 542.14 	 978622.88
-47.8237 	 -22.8892 	 536.8 	 978627.75
-48.2512 	 -21.9768 	 547.12 	 978562.63
-48.1934 	 -21.9711 	 519.81 	 978571.63
-48.1789 	 -21.9232 	 619.91 	 978542.38
-48.1181 	 -21.9067 	 643.16 	 978533.69
-48.136 	 -21.9951 	 540.61 	 978565.38
-48.0352 	 -21.9689 	 774.29 	 978509.44
-48.1912 	 -21.8654 	 582.28 	 978543.5
-48.3153 	 -21.9827 	 501.33 	 978570.19
-48.5738 	 -22.1745 	 578.97 	 978563.31
